15000.0,0.0,0.0
14985.047673785211,820.1749817087754,0.0
14940.205599944802,1639.532395158906,0.0
14865.518478033177,2457.255487061554,0.0
14761.060757797735,3272.5291332551674,0.0
14626.93656496571,4084.5406512389245,0.0
14463.279597449411,4892.480610272357,0.0
14270.252992073209,5695.543638233497,0.0
14048.049161955218,6492.929224431346,0.0
13796.889604705708,7283.842517572314,0.0
13517.024681633487,8067.495118085286,0.0
13208.733368180267,8843.105864015472,0.0
12872.322975831916,9609.90160970362,0.0
12508.128845783662,10367.11799647441,0.0
12116.514014664705,11114.00021456584,0.0
11697.86885265541,11849.803755539964,0.0
11252.61067435781,12573.795154425165,0.0
10781.18332280736,13285.2527208499,0.0
10284.056727040519,13983.467258439438,0.0
9761.726433659287,14667.742771758176,0.0
9214.713112859565,15337.397160093047,0.0
8643.562039415774,15991.762897386361,0.0
8048.842549139127,16630.187697640256,0.0
7431.1474713512725,17252.035165129608,0.0
6791.092537939181,17856.685428775087,0.0
6129.315769580168,18443.53576004417,0.0
5446.476839749012,19012.00117376405,0.0
4743.256417141126,19561.515011247517,0.0
4020.355487167158,20091.52950515074,0.0
3278.4946531955075,20601.516325499622,0.0
2518.413418239183,21090.967106340642,0.0
1740.8694478032064,21559.39395249103,0.0
946.637814627042,22006.329925883372,0.0
136.51022607532695,22431.329511019576,0.0
-688.7057650533102,22833.96905907044,0.0
-1528.1875655123845,23213.84721017799,0.0
-2381.0983615864634,23570.585293539767,0.0
-3246.5879532451995,23903.827704876043,0.0
-4123.793601641276,24213.242260903964,0.0
-5011.840889107159,24498.520530465026,0.0
-5909.844590793835,24759.37814197602,0.0
-6816.9095570819145,24995.555066896737,0.0
-7732.131605886504,25206.81587893212,0.0
-8654.598423965428,25392.94998871032,0.0
-9583.390476332925,25553.77185370272,0.0
-10517.58192287218,25689.121163176806,0.0
-11456.241541232752,25798.86299799735,0.0
-12398.433655093488,25882.887965116784,0.0
-13343.219066864734,25941.11230662054,0.0
-14289.655993901293,25973.477983218763,0.0
-15236.801007291419,25979.952732101137,0.0
-16183.70997228756,25960.530099097174,0.0
-17129.43898944046,25915.22944510984,0.0
-18073.04533549839,25844.09592681622,0.0
-19013.588403134392,25747.20045165433,0.0
-19950.13063856399,25624.639607141067,0.0
-20881.73847611935,25476.535564591646,0.0
-21807.483268847707,25303.035957336597,0.0
-22726.442214206876,25104.313733557658,0.0
-23637.699273934988,24880.566983889203,0.0
-24540.34608717713,24632.018743957287,0.0
-25433.482875959486,24358.9167720528,0.0
-26316.219342107277,24061.533302160686,0.0
-27187.675554713675,23740.164772591113,0.0
-28046.98282727378,23395.131530483373,0.0
-28893.284583610417,23026.77751247685,0.0
-29725.73721172781,22635.469901867542,0.0
-30543.510904742318,22221.598762591715,0.0
-31345.790488052116,21785.576650401727,0.0
-32131.776231920852,21327.838201621467,0.0
-32900.68464866567,20848.839699891436,0.0
-33651.74927365487,20349.058621335203,0.0
-34384.22142933629,19828.993158600977,0.0
-35097.37097153567,19289.161724252215,0.0
-35790.487017279964,18730.102434002743,0.0
-36462.87865342114,18152.372570311276,0.0
-37113.875625353365,17556.54802687026,0.0
-37742.829005137355,16943.222734542334,0.0
-38349.11183836589,16313.008069317297,0.0
-38932.11976912556,15666.53224287914,0.0
-39491.271642431966,15004.439676390979,0.0
-40026.010083537534,14327.390358122026,0.0
-40535.80205353483,13636.059185557046,0.0
-41020.13938070143,12931.135292643594,0.0
-41478.5392670564,12213.321362848614,0.0
-41910.54476962389,11483.332928708063,0.0
-42315.72525592386,10741.897658568627,0.0
-42693.67683323582,9989.754631232096,0.0
-43044.022751207944,9227.65359922545,0.0
-43366.41377741002,8456.354241431267,0.0
-43660.52854545583,7676.625405823391,0.0
-43926.073875348346,6889.244343062419,0.0
-44162.7850657277,6094.995931715378,0.0
-44370.426157731425,5294.67189587173,0.0
-44548.79017020332,4489.0700159355965,0.0
-44697.69930601671,3678.9933333808503,0.0
-44817.00512930663,2865.249350261949,0.0
-44906.5887134338,2048.6492242782233,0.0
-44966.360759533316,1230.0069601944342,0.0
-44996.261685529724,410.1385984229712,0.0
-44996.261685529724,-410.1385984229712,0.0
-44966.360759533316,-1230.0069601944342,0.0
-44906.5887134338,-2048.6492242782233,0.0
-44817.00512930663,-2865.2493502619295,0.0
-44697.69930601671,-3678.9933333808503,0.0
-44548.79017020332,-4489.0700159355965,0.0
-44370.426157731425,-5294.67189587171,0.0
